,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
15024,721061,2014,['66/7322266_1974-03-13_2014.jpg'],0.0,['Linda Bengtzing'],[[ 99.44  99.44 225.28 225.28]],4.914975438323338,,1974,40
15025,726411,2013,['68/7323068_1988-11-04_2013.jpg'],1.0,['Chris Martin'],[[117.00703231  58.80351615 247.36494365 189.1614275 ]],3.3440111615249695,,1988,25
15026,724815,2013,['46/7323946_1984-06-22_2013.jpg'],1.0,['Arron Davies'],[[ 99.44  85.36 225.28 211.2 ]],3.1020772399133683,,1984,29
15027,713519,2007,['50/732550_1953-07-19_2007.jpg'],1.0,['Howard Schultz'],[[ 68.35880503  85.24850629 219.56611635 236.45581761]],3.0810828616455668,,1953,54
15028,721964,2010,['43/7326243_1976-09-01_2010.jpg'],0.0,['Jada Fire'],[[ 98.93881545  98.93881545 318.69115021 318.69115021]],5.145235610161605,,1976,34
15029,723851,2009,['58/7326258_1981-11-01_2009.jpg'],0.0,['Marie Luv'],[[162.47066378 111.88295635 252.93853716 202.35082973]],3.0718002702400606,,1981,28
15030,709194,1966,['08/7326708_1941-09-15_1966.jpg'],0.0,['Signe Toly Anderson'],[[ 38.82132597 127.89708656 152.70130388 241.77706447]],4.476262973957243,,1941,25
15034,698663,1945,['45/8320445_1912-11-15_1945.jpg'],1.0,['Jacob DeShazer'],[[136.69513317 106.51399247 271.63026635 241.44912564]],3.791402257497956,,1912,33
15035,710183,2007,['55/8320555_1944-05-31_2007.jpg'],1.0,['Samantha Juste'],[[114.60548349 114.60548349 228.01096698 228.01096698]],3.038313973231838,,1944,63
15037,718007,2014,['72/8321972_1965-11-01_2014.jpg'],0.0,['Padmini Kolhapure'],[[ 74.49356427  41.55864682 148.20712854 115.27221109]],5.074531796971967,,1965,49
15038,723757,2012,['47/8322947_1981-07-30_2012.jpg'],0.0,['Hope Solo'],[[154.4  64.8 268.8 179.2]],3.243397890202037,,1981,31
15039,726843,2008,['24/8324324_1990-01-10_2008.jpg'],0.0,['Tao Li'],[[ 55.67480128 247.73660577 301.81140705 493.87321154]],4.846444104187353,,1990,18
15040,721649,2014,['32/8324332_1975-10-22_2014.jpg'],1.0,['Jesse Tyler Ferguson'],[[ 70.21805336 139.55610672 381.35929348 450.69734684]],3.958105234170442,,1975,39
15041,705845,1970,['85/8325985_1932-07-15_1970.jpg'],0.0,['Nina van Pallandt'],[[144.39626329 168.30897384 358.69065823 382.60336878]],4.346249926405077,,1932,38
15043,722807,2014,['13/8328213_1978-12-23_2014.jpg'],0.0,['Nanae Takahashi'],[[107.58644628 107.58644628 298.77804959 298.77804959]],6.342662297213967,,1978,36
15044,710818,1983,['18/8329018_1946-02-25_1983.jpg'],1.0,['Grahame Thorne'],[[205.19834678  51.75858669 358.02610686 204.58634678]],4.854921052091468,,1946,37
15051,711296,2015,['60/932260_1947-06-18_2015.jpg'],0.0,['Ivonne Coll'],[[107.58644628 128.92773554 298.77804959 320.11933885]],5.551193849868006,,1947,68
15057,702123,1960,['87/932387_1922-05-07_1960.jpg'],1.0,['Darren McGavin'],[[ 50.82071007 101.21942014 163.79580773 214.1945178 ]],4.529082088777678,,1922,38
15059,719394,2008,['85/9326785_1969-08-19_2008.jpg'],1.0,['John Crowley'],[[138.11816489 115.24513741 343.09541222 320.22238474]],3.2234701739204756,,1969,39
15061,709923,2003,['03/9327403_1943-09-14_2003.jpg'],1.0,['Jan Snijders'],[[ 55.39   49.278 110.016 103.904]],4.47229356735682,,1943,60
15062,724410,2013,['50/9328350_1983-05-14_2013.jpg'],1.0,['Luis Pedro Figueroa'],[[ 38.03734277 112.3520283  204.36538522 278.68007076]],3.6152024861596725,,1983,30
15063,723565,2011,['67/9329167_1981-01-19_2011.jpg'],0.0,['Bitsie Tulloch'],[[150.2690248  107.58644628 341.4606281  298.77804959]],4.609315301885843,,1981,30
15064,726178,2013,['24/14201324_1988-03-16_2013.jpg'],0.0,['Jhené Aiko'],[[ 86.74756621  65.20717466 183.0933282  161.55293665]],3.2813906152718273,,1988,25
15066,724266,2008,['25/14202625_1982-12-21_2008.jpg'],1.0,['Nenad Medić'],[[159.63461068  57.40964667 261.24157469 159.01661068]],3.703166712604736,,1982,26
15069,725520,2015,['13/14203213_1986-05-28_2015.jpg'],1.0,['Seth Rollins'],[[205.24538522  56.61601415 371.57342767 222.9440566 ]],3.934439067834223,,1986,29
15072,722666,2011,['05/1420505_1978-08-04_2011.jpg'],1.0,['Duane Ludwig'],[[ 52.88354002  70.21805336 208.01416008 225.34867342]],4.927789956556941,,1978,33
15074,715373,2008,['56/142056_1958-08-16_2008.jpg'],0.0,['Madonna'],[[128.92773554 150.2690248  320.11933885 341.4606281 ]],3.5435485666176154,,1958,50
15076,725492,2014,['25/14206625_1986-04-30_2014.jpg'],0.0,['Dianna Agron'],[[105.97683617 158.52525425 341.56471754 394.11313563]],5.0121308719624365,,1986,28
15077,722492,2007,['67/14207367_1978-02-11_2007.jpg'],0.0,['Lymari Nadal'],[[ 95.8286504  127.50353387 380.0986016  411.77348506]],5.423652076635831,,1978,29
15081,713778,1977,['39/1420939_1954-04-04_1977.jpg'],0.0,['Parveen Babi'],[[ 46.20035073  91.78070145 250.69192899 296.27227972]],4.763095941248164,,1954,23
15085,711963,2012,['92/1421392_1949-04-15_2012.jpg'],0.0,['Alla Pugacheva'],[[151.32643927 165.01084284 273.68807139 287.37247496]],4.335355671569908,,1949,63
15088,706253,2011,['54/1421654_1933-08-27_2011.jpg'],0.0,['Kerstin Ekman'],[[103.32730583  77.66997937 333.54524394 307.88791749]],4.128721166626398,,1933,78
15089,720355,2008,['58/1421758_1972-04-06_2008.jpg'],1.0,['Jason Hervey'],[[198.    85.36 440.88 337.92]],4.733907016846981,,1972,36
15091,720963,2007,['57/1421957_1973-12-05_2007.jpg'],0.0,['Shalom Harlow'],[[155.76  99.44 281.6  225.28]],4.684032200039502,,1973,34
15097,719865,2014,['24/1422124_1970-12-03_2014.jpg'],1.0,['Christian Karembeu'],[[119.18986368 119.18986368 472.75945472 472.75945472]],3.9913151111919722,,1970,44
15099,715586,2012,['66/14222166_1959-03-17_2012.jpg'],1.0,['Jan Karaś'],[[ 39.04674803 116.0922441  211.87511418 288.92061025]],3.46713235477815,,1959,53
15104,715152,1987,['00/1422400_1958-01-07_1987.jpg'],0.0,['Linda Kozlowski'],[[ 70.21805336 139.55610672 381.35929348 450.69734684]],3.387132716791188,,1958,29
15105,712095,2012,['41/142241_1949-08-25_2012.jpg'],1.0,['Gene Simmons'],[[ 65.57469135  97.92203703 355.82080244 388.16814812]],4.407852901341407,,1949,63
15107,712973,2007,['42/142242_1952-01-20_2007.jpg'],1.0,['Paul Stanley'],[[158.35331017  61.31127314 266.86560183 169.8235648 ]],3.7331826619583413,,1952,55
15111,704035,2002,['36/1422536_1927-08-01_2002.jpg'],1.0,['Seungsahn'],[[139.55610672 156.89062006 294.68672678 312.02124012]],3.5997943375577135,,1927,75
15116,710957,1956,['94/14230494_1946-07-14_1956.jpg'],1.0,"[""Cubby O'Brien""]",[[ 92.37210993 138.11816489 297.34935726 343.09541222]],3.965857716539197,,1946,10
15118,723948,2013,['44/1423144_1982-02-06_2013.jpg'],1.0,['Bojan Djordjic'],[[168.02510894  84.35755447 317.93670699 234.26915252]],5.3338137698780255,,1982,31
15119,717853,2009,['93/1423193_1965-05-31_2009.jpg'],0.0,"[""Lisa I'Anson""]",[[135.86173219 113.35277682 337.63433047 315.1253751 ]],4.557933498609853,,1965,44
15124,714788,2013,['66/14233166_1957-01-08_2013.jpg'],1.0,['Ted Leonsis'],[[125.72196808 175.62675531 349.33351062 399.23829786]],4.607617131167206,,1957,56
15125,714978,2009,['34/1423334_1957-07-17_2009.jpg'],0.0,['Fern Britton'],[[115.24513741 115.24513741 320.22238474 320.22238474]],3.3582885392181105,,1957,52
15128,707024,1966,['19/14237519_1935-10-07_1966.jpg'],1.0,['Jimmy Staggs'],[[  0.64       133.71943262 299.42872339 432.50815601]],4.012104561441305,,1935,31
15131,711127,2009,['46/1423846_1946-12-31_2009.jpg'],0.0,['Diane von Fürstenberg'],[[128.92773554 128.92773554 320.11933885 320.11933885]],3.0835363294884903,,1946,63
15135,715300,2014,['53/1423953_1958-06-04_2014.jpg'],1.0,['Henry Jenkins'],[[156.9109438   85.85415117 284.22717055 213.17037791]],3.6561998702530087,,1958,56
15136,709480,2008,['95/142395_1942-06-28_2008.jpg'],1.0,['Rupert Sheldrake'],[[160.22557511  62.16675966 269.66174249 171.60292704]],4.575351268415883,,1942,66
15138,726856,2008,['83/14242083_1990-01-23_2008.jpg'],0.0,['Bianca Schmidt'],[[124.53896974  48.32052682 209.60071802 133.38227511]],3.6876279400909624,,1990,18
15140,726455,2009,['93/14244093_1988-12-18_2009.jpg'],1.0,['Elliott Bennett'],[[209  65 352 208]],3.459099359323025,,1988,21
15141,706635,2008,['84/14245584_1934-09-13_2008.jpg'],1.0,['Zbigniew Zapasiewicz'],[[ 90.17116719  90.17116719 250.79926813 250.79926813]],3.0883295257166785,,1934,74
15142,700830,1950,['98/14245798_1918-10-22_1950.jpg'],1.0,['Antonio Bevilacqua'],[[156.89062006 104.88708004 312.02124012 260.0177001 ]],3.9075160752917006,,1918,32
15143,704623,2009,['31/14246131_1929-03-11_2009.jpg'],1.0,['Józef Zapędzki'],[[ 92.35828493  92.35828493 366.1131397  366.1131397 ]],3.7989998783629315,,1929,80
15145,720768,2009,['84/1424684_1973-05-24_2009.jpg'],1.0,"[""Dermot O'Leary""]",[[164.76165493  21.23920687 348.55451673 205.03206867]],4.368506819675572,,1973,36
15147,711261,1969,['91/1424791_1947-05-14_1969.jpg'],0.0,['Anne Wiazemsky'],[[155.79525925  39.34481481 329.9429259  213.49248147]],4.780927500578642,,1947,22
15151,723733,2015,['37/14248637_1981-07-06_2015.jpg'],1.0,['Roman Shirokov'],[[183.92  71.28 309.76 197.12]],3.937506994042846,,1981,34
15154,717668,2010,['14/1425014_1964-11-27_2010.jpg'],1.0,['Roberto Mancini'],[[201.56520244 138.22882272 295.56977201 232.2333923 ]],3.1690147815250036,,1964,46
15155,715647,2001,['07/1425107_1959-05-17_2001.jpg'],1.0,['Jim Nantz'],[[ 30.35705573 119.92822292 164.21380651 253.7849737 ]],5.13985520039373,,1959,42
15156,712574,2009,['67/14251567_1950-12-17_2009.jpg'],1.0,['Richard Webster'],[[ 67.52866406 112.1144401  267.51465625 312.10043229]],3.464195312929143,,1950,59
15157,704710,1949,['50/14252450_1929-06-06_1949.jpg'],0.0,['Mary Hatcher'],[[ 39.25814672  48.9791834  126.37347683 136.09451351]],5.442452450995238,,1929,20
15158,723104,2012,['25/14252825_1979-10-16_2012.jpg'],0.0,['Kristy Hinze'],[[120.35276175  80.52850783 298.68190437 258.85765046]],4.99355772464064,,1979,33
15159,717348,2010,['28/142528_1964-01-12_2010.jpg'],1.0,['Jeff Bezos'],[[150.22095219 100.44063479 238.9455235  189.1652061 ]],3.5062381900449195,,1964,46
15161,720969,2012,['40/142540_1973-12-11_2012.jpg'],1.0,['Mos Def'],[[112.3520283  186.66671384 278.68007076 352.99475629]],4.123555906421908,,1973,39
15162,719134,2012,['48/142548_1968-12-02_2012.jpg'],0.0,['Lucy Liu'],[[ 92.37210993  69.49908244 297.34935726 274.47632978]],5.016742593044665,,1968,44
15163,722923,2009,['53/14254953_1979-04-18_2009.jpg'],0.0,['Kourtney Kardashian'],[[ 79.70262713 184.79946329 315.2905085  420.38734467]],5.83791881728704,,1979,30
15165,719108,2007,['52/142552_1968-11-06_2007.jpg'],1.0,['Jerry Yang'],[[158.52525425 158.52525425 394.11313563 394.11313563]],3.13827919189531,,1968,39
15166,710994,2008,['54/142554_1946-08-20_2008.jpg'],0.0,['Connie Chung'],[[ 67.82742897 112.51104828 268.10171588 312.78533519]],4.477877200715002,,1946,62
15167,723369,2010,['56/142556_1980-07-07_2010.jpg'],0.0,['Michelle Kwan'],[[123.45351931 172.48292704 343.20585407 392.2352618 ]],5.157085425640985,,1980,30
15172,721392,2011,['37/14259537_1975-02-07_2011.jpg'],1.0,['Rémi Gaillard'],[[ 93.77335692  93.77335692 260.10139937 260.10139937]],4.040289139490642,,1975,36
15173,709092,2008,['56/1425956_1941-06-05_2008.jpg'],1.0,['Robert Kraft'],[[128.92773554 107.58644628 320.11933885 298.77804959]],3.4672781266111667,,1941,67
15175,718707,2011,['79/14261679_1967-10-02_2011.jpg'],1.0,"['Wellington ""Megaton"" Dias']",[[120.52879347 144.47415217 335.23502173 359.18038042]],3.220870159068122,,1967,44
15176,725555,2011,['92/14263192_1986-07-02_2011.jpg'],1.0,['Florian Fromlowitz'],[[ 67.65828326  89.94437768 267.43313304 289.71922746]],6.156418652606099,,1986,25
15177,714236,2007,['12/14264612_1955-07-06_2007.jpg'],1.0,['Raúl Baduel'],[[182.84834026  57.59660633 284.66303165 159.41129772]],4.105146357718102,,1955,52
15181,715799,2007,['27/14268827_1959-10-16_2007.jpg'],1.0,['Marc Collins-Rector'],[[ 51.26910377 127.27275943 278.68007076 354.68372642]],4.672189697698813,,1959,48
15183,698390,1945,['04/14269604_1912-02-16_1945.jpg'],1.0,['George Gosse'],[[ 42.86959699 106.24999247 232.39478343 295.77517891]],5.013335130232027,,1912,33
15184,708449,2014,['98/142698_1939-09-01_2014.jpg'],0.0,['Lily Tomlin'],[[105.97683617 105.97683617 341.56471754 341.56471754]],4.337399125015225,,1939,75
15185,706604,1950,['07/14270207_1934-08-13_1950.jpg'],0.0,['Myint Myint Khin'],[[ 48.77392721  55.69791681 110.78383362 117.70782322]],5.355284820403112,,1934,16
15192,723271,2009,['25/14275425_1980-03-31_2009.jpg'],0.0,['Kate Micucci'],[[180.08914262  40.70425392 268.81371394 129.42882523]],3.824432054695392,,1980,29
15197,705777,2005,['00/1427800_1932-05-08_2005.jpg'],0.0,['Phyllida Law'],[[120.22269279 135.14177939 253.62447217 268.54355877]],3.2314336666295174,,1932,73
15198,711449,2015,['16/14278316_1947-11-18_2015.jpg'],1.0,['Ron Adams'],[[ 41.47807256  41.47807256 164.52029024 164.52029024]],4.243687409247629,,1947,68
15199,703556,2010,['79/14279_1926-04-09_2010.jpg'],1.0,['Hugh Hefner'],[[ 65.57469135 194.96407406 355.82080244 485.21018515]],3.858760077705682,,1926,84
15201,721799,2014,['09/142809_1976-03-20_2014.jpg'],1.0,['Chester Bennington'],[[136.69513317  46.15171106 271.63026635 181.08684423]],3.056311654847047,,1976,38
15205,721224,2010,['88/14282588_1974-08-23_2010.jpg'],1.0,['Maff Brown'],[[ 79.70262713 132.25104521 315.2905085  367.83892658]],5.897890859790132,,1974,36
15207,712122,2011,['05/1428505_1949-09-21_2011.jpg'],1.0,['Artis Gilmore'],[[ 92.37210993  69.49908244 297.34935726 274.47632978]],3.1570318891744327,,1949,62
15208,722764,2010,['21/1428521_1978-11-10_2010.jpg'],0.0,['Kyla Cole'],[[120.35276175 100.44063479 298.68190437 278.76977741]],5.155740589617084,,1978,32
15211,702967,2005,['70/142870_1924-08-28_2005.jpg'],1.0,['Zalman Schachter-Shalomi'],[[ 79.59324245  95.35189094 220.62107887 236.37972736]],3.1188474090372096,,1924,81
15217,725437,2015,['94/14290994_1986-03-06_2015.jpg'],1.0,['Avdija Vršajević'],[[ 57.2  169.84 309.76 422.4 ]],3.3581832907573306,,1986,29
15218,716064,2010,['43/1429143_1960-07-07_2010.jpg'],1.0,['Ralph Sampson'],[[ 93.77335692  93.77335692 260.10139937 260.10139937]],3.915660844645187,,1960,50
15220,723292,2015,['21/14291921_1980-04-21_2015.jpg'],1.0,['Dylan Bruce'],[[ 70.21805336 104.88708004 381.35929348 416.02832016]],5.008859669251056,,1980,35
15221,715876,2008,['10/1429210_1960-01-01_2008.jpg'],1.0,['Danny Wilson'],[[102.8  64.4 217.6 179.2]],3.5606381588932248,,1960,48
15223,708829,2006,['35/142935_1940-09-15_2006.jpg'],1.0,['Norman Spinrad'],[[186.66671384 223.8240566  269.39073506 306.54807783]],3.5308241840741474,,1940,66
15227,719924,2006,['53/1429653_1971-01-31_2006.jpg'],0.0,['Lee Young-ae'],[[147.6    63.632 241.408 157.44 ]],3.064207535109061,,1971,35
15232,710840,2005,['65/2420165_1946-03-19_2005.jpg'],1.0,['Bigas Luna'],[[175.51342909  52.0451262  267.51465625 144.04635336]],4.431072317898855,,1946,59
15233,725843,2011,['23/2420223_1987-04-16_2011.jpg'],1.0,['Aaron Lennon'],[[136.60820436  78.40468821 310.41875282 252.21523667]],3.0320437862525136,,1987,24
15234,723995,2014,['90/24202290_1982-03-25_2014.jpg'],0.0,['Jenny Slate'],[[ 98.93881545  98.93881545 318.69115021 318.69115021]],5.627802847089448,,1982,32
15236,712563,2012,['11/2420311_1950-12-06_2012.jpg'],0.0,['Christina Lindberg'],[[154.24682279  47.87594547 260.0177001  153.64682279]],5.588896660414232,,1950,62
15238,713561,2012,['31/24204031_1953-08-30_2012.jpg'],1.0,['Robert Bryant'],[[124.54148941  96.9918251  247.94697882 220.3973145 ]],5.033426132156343,,1953,59
15239,717414,2007,['03/2420403_1964-03-18_2007.jpg'],1.0,['Seymore Butts'],[[ 67.92151773  84.76089716 218.91193261 235.75131204]],4.296087858686792,,1964,43
15259,725326,2014,['32/24216532_1985-11-15_2014.jpg'],0.0,['Lily Aldridge'],[[217.35677008  52.88154482 294.32408731 129.84886205]],5.494123872910728,,1985,29
15266,721804,2014,['84/24220384_1976-03-25_2014.jpg'],1.0,['Jim Bianco'],[[292.00549156  60.87968791 381.86002342 150.73421977]],3.2072979306421807,,1976,38
15275,719009,2011,['87/24225787_1968-07-30_2011.jpg'],0.0,['Sofie Gråbøl'],[[ 51.08200386  67.90800515 201.91201545 218.73801674]],4.175889373701288,,1968,43
15278,726537,2011,['99/24226999_1989-03-10_2011.jpg'],1.0,['Iván Piris'],[[ 50.92348597  50.92348597 164.38332939 164.38332939]],4.0422956309103455,,1989,22
15279,728084,2014,['60/24227160_1993-06-04_2014.jpg'],1.0,['Juan Iturbe'],[[130.88885005  70.21805336 208.01416008 147.34336339]],3.61814525463999,,1993,21
15280,726102,2014,['46/24227646_1987-12-31_2014.jpg'],1.0,['Jared Odrick'],[[162.61672838  65.57469135 307.29978393 210.2577469 ]],3.6107855908612856,,1987,27
15281,722710,2014,['74/2422774_1978-09-17_2014.jpg'],1.0,['Shawn Horcoff'],[[ 84.61448692  60.70177637 191.30168439 167.38897384]],3.408441677812898,,1978,36
15283,709761,1975,['21/2422821_1943-04-05_1975.jpg'],1.0,['Max Gail'],[[ 76.11212878  76.11212878 301.71251513 301.71251513]],5.01927089296104,,1943,32
15284,726607,2013,['82/24228982_1989-05-19_2013.jpg'],1.0,['Sergei Tkachyov'],[[179.76866037  63.50923113 259.34795754 143.0885283 ]],3.4415479357074457,,1989,24
15288,724897,2010,['18/24230218_1984-09-12_2010.jpg'],1.0,['William Sharman'],[[ 68.93879933  27.93791973 191.33743813 150.33655853]],3.099542376445445,,1984,26
15289,726414,2014,['25/24230625_1988-11-07_2014.jpg'],1.0,['Tinie Tempah'],[[123.45351931  98.93881545 343.20585407 318.69115021]],3.324659413387578,,1988,26
15291,726038,2013,['89/24231089_1987-10-28_2013.jpg'],0.0,['Karina Szczepkowska-Horowska'],[[136.69513317 197.05741458 271.63026635 331.99254776]],3.4068907754971187,,1987,26
15292,710975,1956,['38/2423138_1946-08-01_1956.jpg'],0.0,['Karen Pendleton'],[[105.97683617 184.79946329 341.56471754 420.38734467]],3.03077692406591,,1946,10
15293,725136,2013,['86/2423186_1985-05-09_2013.jpg'],1.0,['Jake Long'],[[  0.8        147.83338944 264.66010099 411.69349043]],3.2387398288339866,,1985,28
15294,726980,2013,['31/24231931_1990-05-27_2013.jpg'],1.0,['Chris Colfer'],[[130.93069969 112.3520283  297.25874214 278.68007076]],4.83488297810299,,1990,23
15295,720569,2012,['19/242319_1972-11-06_2012.jpg'],0.0,['Rebecca Romijn'],[[139.55610672  87.5525667  294.68672678 242.68318676]],6.074512880427574,,1972,40
15298,716075,2006,['24/2423324_1960-07-18_2006.jpg'],0.0,['Anne-Marie Johnson'],[[45.35573468 39.72201785 95.7731862  90.13946937]],5.2305849253960375,,1960,46
15300,710686,1971,['76/24234476_1945-10-16_1971.jpg'],1.0,['Iselín Santos Ovejero'],[[ 98.93881545 147.96822317 318.69115021 367.72055794]],3.31877556237011,,1945,26
15302,725469,2011,['45/24235545_1986-04-07_2011.jpg'],1.0,['Ashlee Palmer'],[[186.66671384  75.19468553 352.99475629 241.52272799]],4.3492668001948465,,1986,25
15306,727918,2010,['04/24237604_1992-12-20_2010.jpg'],0.0,['Ksenia Makarova'],[[ 46.73551767  62.17402356 185.26207069 200.70057659]],4.496011832624399,,1992,18
15307,721195,2012,['99/24237899_1974-07-25_2012.jpg'],1.0,['Brad Colbert'],[[167.2  77.6 281.6 192. ]],3.7862882364567643,,1974,38
15310,698207,1962,['16/242416_1911-08-17_1962.jpg'],1.0,['Mikhail Botvinnik'],[[113.52 113.52 366.08 366.08]],4.36853310491058,,1911,51
15317,725524,2012,['51/24244851_1986-06-01_2012.jpg'],1.0,['Danny Gorrer'],[[146.44305555  97.92203703 291.12611109 242.60509258]],3.3192152728220976,,1986,26
15318,723937,2009,['20/24244920_1982-01-26_2009.jpg'],1.0,['Rafaello Oliveira'],[[ 95.78623688  36.29733883 202.26225338 142.77335533]],3.8856732517401458,,1982,27
15319,725497,2012,['12/24245012_1986-05-05_2012.jpg'],1.0,['Tristan Davis'],[[139.59838017  43.56257851 234.75418182 138.71838017]],3.2195988615323707,,1986,26
15320,724648,2013,['70/242470_1984-01-07_2013.jpg'],1.0,['Luke McShane'],[[150.2690248   64.90386777 341.4606281  256.09547108]],3.9495255989395797,,1984,29
15321,725461,2012,['43/2424743_1986-03-30_2012.jpg'],1.0,['Sergio Ramos'],[[112.746 196.65  363.584 447.488]],3.9373861851084158,,1986,26
15324,721136,2007,['98/2424998_1974-05-27_2007.jpg'],0.0,['Vanessa Blue'],[[101.21   78.874 201.024 178.688]],3.911134727743423,,1974,33
15325,707675,1981,['26/2425026_1937-07-19_1981.jpg'],1.0,['Richard Jordan'],[[ 46.368  55.584 129.024 138.24 ]],4.012220130266131,,1937,44
15329,725516,2011,['15/24256415_1986-05-24_2011.jpg'],1.0,['Tony Carter'],[[207.13745305  98.00586026 315.26904583 206.13745305]],5.157238010006845,,1986,25
15332,711906,2008,['34/24257034_1949-02-17_2008.jpg'],1.0,['Graham Knight'],[[ 30.35705573  60.21411146 164.21380651 194.07086224]],4.2438467931052095,,1949,59
15335,723281,2011,['45/24257545_1980-04-10_2011.jpg'],1.0,['Jesse Neal'],[[158.79870676 260.98139937 241.52272799 343.7054206 ]],3.4954905358610473,,1980,31
15339,722730,2011,['67/24260367_1978-10-07_2011.jpg'],1.0,['Myq Kaplan'],[[206.73724733  46.62605496 411.71449467 251.6033023 ]],4.050500647887297,,1978,33
15341,725036,2013,['82/2426382_1985-01-29_2013.jpg'],0.0,['Isabel Lucas'],[[100.44063479 100.44063479 278.76977741 278.76977741]],3.3797798491762685,,1985,28
15342,721625,2014,['90/2426390_1975-09-28_2014.jpg'],1.0,['Valérien Ismaël'],[[ 57.2  141.68 309.76 394.24]],4.090576897479801,,1975,39
15343,719524,2011,['07/2426607_1969-12-27_2011.jpg'],0.0,['Shayla LaVeaux'],[[ 53.42841808  79.70262713 289.01629946 315.2905085 ]],3.7934323433034405,,1969,42
15344,726334,2014,['96/24268296_1988-08-19_2014.jpg'],1.0,['Kirk Cousins'],[[159.74439293  20.55079912 338.04158497 198.84799116]],3.7593394088977137,,1988,26
15359,725107,2011,['92/24288392_1985-04-10_2011.jpg'],1.0,['Kory Sperry'],[[150.35956331  86.22660761 342.04243043 277.90947473]],5.141797337553145,,1985,26
15360,716850,1986,['90/2429090_1962-09-01_1986.jpg'],1.0,['Tony Cascarino'],[[ 68.88516168  96.22882635 191.4056527  218.74931737]],3.8685105335922465,,1962,24
15362,727088,2010,['57/24292757_1990-09-12_2010.jpg'],1.0,['Yuji Kunimoto'],[[104.88708004 139.55610672 416.02832016 450.69734684]],5.886379522522394,,1990,20
15363,693838,1940,['48/24293048_1899-08-30_1940.jpg'],1.0,['Emil Sodersten'],[[ 47.87594547  71.51391821 260.0177001  283.65567283]],4.9061357034739475,,1899,41
15366,723811,2011,['13/2429713_1981-09-22_2011.jpg'],0.0,['Ashley Eckstein'],[[191.55964674 122.22159338 346.6902668  277.35221344]],5.601849929436732,,1981,30
15367,720141,2013,['66/24297166_1971-09-05_2013.jpg'],1.0,['Irshad Kamil'],[[169.69701258 102.13820755 320.9043239  253.34551887]],3.986636525407408,,1971,42
15369,723535,2015,['11/2429811_1980-12-20_2015.jpg'],1.0,['Martín Demichelis'],[[180.08914262  80.52850783 268.81371394 169.25307914]],3.247904632739273,,1980,35
15371,711274,2014,['44/3420044_1947-05-27_2014.jpg'],1.0,['Don Shelby'],[[105.49512328 131.64990409 340.01215064 366.16693146]],4.041106802545643,,1947,67
15375,711129,2014,['94/34206894_1947-01-02_2014.jpg'],1.0,['Mulugeta Bekele'],[[149.50937107 149.50937107 232.2333923  232.2333923 ]],3.285663678553522,,1947,67
15376,723542,2014,['06/3420806_1980-12-27_2014.jpg'],1.0,['Antonio Cesaro'],[[181.96684423  53.69699623 248.99441082 120.72456282]],4.2920025196721525,,1980,34
15377,726036,2011,['58/34208858_1987-10-26_2011.jpg'],0.0,['Sarah Kazemy'],[[128.92773554 107.58644628 320.11933885 298.77804959]],3.78901633399801,,1987,24
15381,722057,2012,['39/34214339_1976-12-03_2012.jpg'],1.0,['Richard Cawthorne'],[[149.50937107 112.3520283  315.83741352 278.68007076]],3.70384908505485,,1976,36
15382,728149,2010,['23/34214923_1993-08-08_2010.jpg'],1.0,['Ben Breedlove'],[[ 51.7373457  102.97669139 204.95738279 256.19672848]],3.591600689376558,,1993,17
15385,717108,2010,['19/34217219_1963-05-17_2010.jpg'],1.0,['Şerif Yenen'],[[103.72337261  89.02003366 235.2534231  220.55008416]],4.1878921508633375,,1963,47
15386,717950,2000,['89/34217889_1965-09-05_2000.jpg'],1.0,['Jamal Saeed Abdul Rahim'],[[170.44669697  49.03619913 242.82099567 121.41049784]],4.5512955243575295,,1965,35
15390,717905,2011,['27/3421927_1965-07-22_2011.jpg'],1.0,['Alondra Johnson'],[[138.1870032  172.48375401 445.85776042 480.15451122]],4.056662835938629,,1965,46
15395,716513,2010,['46/34223846_1961-09-29_2010.jpg'],1.0,['Guilherme Leme'],[[ 83.33290458  47.87594547 189.10378189 153.64682279]],4.4632474503870885,,1961,49
15398,701868,1970,['56/342256_1921-08-25_1970.jpg'],1.0,['Monty Hall'],[[ 85.36 169.84 337.92 422.4 ]],5.230046852424378,,1921,49
15400,705615,1956,['74/34226374_1931-11-28_1956.jpg'],0.0,['Irina Konstantinovna Feodorova'],[[ 96.34257833 120.22822292 310.51337958 334.39902417]],4.787756239364038,,1931,25
15402,722687,2008,['28/34227028_1978-08-25_2008.jpg'],1.0,['Giddens Ko'],[[154.98505891  66.76502525 253.63259678 165.41256312]],4.553365089615299,,1978,30
15404,716503,2010,['33/34229433_1961-09-19_2010.jpg'],1.0,['Bia Seidl'],[[ 40.83496996  60.89245494 220.63233476 240.68981974]],4.1670974437184505,,1961,49
15407,718950,2011,['06/342306_1968-06-01_2011.jpg'],1.0,['Jason Donovan'],[[184.74027897  62.16675966 294.17644635 171.60292704]],4.081246520779564,,1968,43
15412,725809,2009,['48/3423448_1987-03-13_2009.jpg'],1.0,['Marco Andretti'],[[146.44305555  97.92203703 291.12611109 242.60509258]],4.06232735763085,,1987,22
